path,extension,kind,source_family,audience,content_scope,authorship,generator_owner,generator_type,title,word_count,site_targets,nav_targets,nav_paths,heading_count,mkdocs_features,normalization_flags,transclusions,includes,jinja_expression_count,jinja_statement_count,html_tag_count,images,internal_links,external_links,data_dependencies,size_bytes,sha256,foundry_record_type,organizational,known_exceptions,review_flags
assets/icons/attacks/kinetic-slam.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,499608,1f9846d78fe059ad69a905a0933c3a06dc2f6f6606b0dd89f107a994e414c945,,False,,
assets/icons/attacks/laser-surge.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,195994,68ea96f60f179477a927136d5acb898f1b11e3acd198e0fa091d591a5914fe43,,False,,
assets/icons/attacks/mech-slam.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,564886,9c6e0548bc660d85075cd3e87b331a66319654f00198563dab4fe9700bf4ceb5,,False,,
assets/icons/attacks/mesh-drop.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,368166,067f752bad35e5949772fbb8064eaaf1fdb43bfa1eb8513985d24cb1540bbd43,,False,,
assets/icons/attacks/mesh-snare.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,532092,3285f85012d55b235ccc0a2ea2c236d771ea4ad8a3d40f234824c5ee1c83e785,,False,,
assets/icons/attacks/messengers-elbow.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,271332,3a091fbed676d643441e401d87dbc1b42256ea3cdf97ae91dd3723f9c29e3a0f,,False,,
assets/icons/attacks/micro-missile.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,184260,03f60771294b52aad994663e91853a4bf9a05b26a8f8091f05a67fa9aac6128b,,False,,
assets/icons/attacks/micro-rocket.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,149772,f77e018990ddfb680124ce2c20e33acf28c883477b3c030c89a51eb7b05b2c31,,False,,
assets/icons/attacks/mist-burst.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,278156,b7d89b3c66b98494ed002a810da94762f9248b1241cd5c25419a617492cdc49d,,False,,
assets/icons/attacks/nanoshard-burst.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,445560,1885d43b3bf902782b3ce50912186553880fa00ccd14dfb454c62785f2784f29,,False,,
assets/icons/attacks/nerve-pinch.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,430974,b20e13634a0f46152af90afd61c27699688b56e3cb383614f98bb3376dfa0b63,,False,,
assets/icons/attacks/no-attack.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,299988,99ce714f8d3987902250a23210ee0c15675ecae42461aae0cd9cf534365b285b,,False,,
assets/icons/attacks/pack-swing.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,282100,402f0acd20fc13c6b12a23af53df1d8676a7bb3dbc2fbedc51f581959896a1b3,,False,,
assets/icons/attacks/power-strike.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,660864,539ec89214673962cb2e5c4df193a9884537f36f45060184a02520f761dc5839,,False,,
assets/icons/attacks/psychic-disturbance.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,295446,16996a7e8f6c7106cc7b9c76a9482f233d6d7055330ec12dd29b80c3bab3283f,,False,,
assets/icons/attacks/pulse-shock.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,399766,82a163f954e635c8f36b0e5867b6ad6dfe11d2db7908e530885fcbb8eb34c091,,False,,
assets/icons/attacks/rail-slug.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,331766,6404532c1efcba3b9e23bdaf1c599a7ce80527adf91536f4b7421b9075103708,,False,,
assets/icons/attacks/scalding-toss.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,325198,0823b1290df414705c65c486e499df146d2eea725d4fcbc49930beefbfce3676,,False,,
assets/icons/attacks/shock-baton-jab.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,239092,ce50d12a777aa953aa599f6bff0d98c132dc5f5a44b39499b6e4dd672aecf3d4,,False,,
assets/icons/attacks/shock-pulse.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,448128,49521863eb9e9cf406a6deddc7ab3dd4d861f406c9597b7a4e0c08def375fa9a,,False,,
assets/icons/attacks/shockwave-rail.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,458896,971e0e1ac4a93a1cd41fb869e1164e54faaca0b2c0566c9350a400eb7ed8ee6b,,False,,
assets/icons/attacks/silent-blade.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,259934,2755d5ff6e97c375adf3beb64a510697c3c83a6f7d6ccf8d3b59e4ab3ad6ef00,,False,,
assets/icons/attacks/sloppy-haymaker.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,290238,9d33ce1f20ae851b915b7187d6f3c60356142cc2527c4b03b562f15e20ccc972,,False,,
assets/icons/attacks/sniper-shot.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,364014,bb1a193420cb8269efca8cefce721454816b5378e7a6c73b11119c7855889c22,,False,,
assets/icons/attacks/sonic-blast.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,414710,480c54d29982297e15caea5349f993bf6b27773fa40e60dc27da9f21671c2c7b,,False,,
assets/icons/attacks/sonic-burst.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,586136,38b9b6e76b9e53cb7152488e734ea6f05e7cbc67b297d5a88903f97e4c538fae,,False,,
assets/icons/attacks/stab.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,318792,ce12d29cd4e75e6fdf15308a880176a8d6c4643c3675d2891ea6faad4604c744,,False,,
assets/icons/attacks/staff-strike.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,523064,31706855dcadaa99e5422e706a46239cbe0cdf5242bbf8686ba0ca07888f7b01,,False,,
assets/icons/attacks/stinging-hex.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,349924,cf983be9bf440f9b999b5031b30e541510e034960d82ae91c31c7bb54db19172,,False,,
assets/icons/attacks/stun-injector.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,126486,b3afdb60df1774279bb9ac3dbd2f57bb62d44a2ad1065b2e96b3372d1c57f16b,,False,,
assets/icons/attacks/sucker-punch.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,358456,48c616388e5d976c37a14b6ee53402e1b52717a25cb598ebce2d6fe15edffe15,,False,,
assets/icons/attacks/surgical-strike.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,227878,3c05ad766e8ca3a73d37806fda1a1030686ee9bf326e6011c539c221d184dd9d,,False,,
assets/icons/attacks/swarm-sting.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,89396,894127d031f779920fe24439e58a812d580d75c27d797a48cadca04bdfce56dd,,False,,
assets/icons/attacks/thermal-zap.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,296360,2ed3be8b65d9c83aae7428bb0e3325e3c510bff6acd41745bc9bfbe6de235925,,False,,
assets/icons/attacks/toxic-spray.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,336014,fa62cb39740ef117db45ae5edb624fa232bcfed1cb118527a2c399755b576156,,False,,
assets/icons/attacks/trained-takedown.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,399136,7597a72b42378fe27742a1a9617ab44d4062eed9c34565f361ceb0b5c7728544,,False,,
assets/icons/attacks/web-shot.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,301280,10f418ba91a63fbb300359513908b226fcdc7e61ed6f489e812031554d70c46f,,False,,
assets/icons/attacks/wild-surge.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,324064,43dfe9f8947d66bd5555704c4b3061531bf3a5b4bb6b68f43b4ad49bf4934d1d,,False,,
assets/icons/attacks/wild-swing.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,211806,f0eec20752ad518aef353d02d64422488c424af907e9cba07ad432c934bbd1eb,,False,,
assets/icons/domains/bullet.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,125019,fcc192d141dcc89d071c61cdc135eb1622703ab9c0b26e45ed4eee154e7c7d60,,False,,
assets/icons/domains/bullet.svg,.svg,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,8141,219edcbc2a013b1fb0087e51ab095118167b3222f940ad86292947f49dad6272,,False,,
assets/icons/domains/circuit.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,160791,34fa28a706ee00b1946ffddcf20f4a25363f7c228b342670bbecfd301181d8d9,,False,,
assets/icons/domains/circuit.svg,.svg,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,86983,bbc122cac41341846356676ac338a14f3ee04b87c6c55918db93f85c345dcef4,,False,,
assets/icons/domains/circuit_old.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,143302,a60d9a8dd34f38225d3bc41c97cbe80890dd22678a0a1d77cfb0b1abd921e9d1,,False,,
assets/icons/domains/circuit_old.svg,.svg,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,2088,0aa842c1dca5aa8a564729addc6c7c8556d3784591a87e8cb46e8fbabf92613b,,False,,
assets/icons/domains/maker.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,132565,7f44989f7f51699d21c7bcfcb5e9d084ae1977510b3d0436a70d4217b0e596c6,,False,,
assets/icons/domains/maker.svg,.svg,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,12979,4fc2556ddc2e601dcede949ca224dd9fd5709b04e26189ba06d45e78df143121,,False,,
assets/icons/subclasses/amplifier.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1412,b8caae80e7e06a6d4a409809a5497fa9778fe143211d69e851fd780d2020859c,,False,,
assets/icons/subclasses/battle-bonded.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,359892,cafa65413e2a3689012708137de92730a9c3ff4caa5868ef57dc83dacd31d358,,False,,
assets/icons/subclasses/become-one-with-the-matrix.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,382860,ab61161565e52382e4d4ca9d8ff31776ebb977e0c0f16c04b7a620c38a07e448,,False,,
assets/icons/subclasses/bodyguard.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,2010,634589b92aa00438ed19c2200d3b540edde6bbc320119fd60275bda6c55bc86f,,False,,
assets/icons/subclasses/boom-baby.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1694908,aec32e6f52991f1adb2dbdb59166aaaf782acf84ac57885d9d3db14060aa8593,,False,,
assets/icons/subclasses/boom-baby.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,373180,1da760031628f946b5766427df26e1f79763009848e08bd0be079cc475fd45f8,,False,,
assets/icons/subclasses/calm-in-the-storm.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,390688,4ffb564145615b8a8e1a28fb2d7fddd147eb2a43b181094af22085a00e6681d5,,False,,
assets/icons/subclasses/chaos-wave.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,300550,dabbf1a77b1080602c10d16eee080fd02669114e4f45a26651b0a472ee6a149a,,False,,
assets/icons/subclasses/coming-through.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1813320,512507220bd41b3791d3ef175f06893de12861c2d996bc0a9eddedb7c5c0ba01,,False,,
assets/icons/subclasses/coming-through.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,306046,79d36335ba68704a28afedb64cb3c13e5647cc63505dd5bb4ffd82e5c40625a4,,False,,
assets/icons/subclasses/dampener.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,492,6f867080bbcba030c8fe9a0dc993d261d3e7098451b3cf3f9abf987f8a4aaaee,,False,,
assets/icons/subclasses/destructive-interference.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,333060,d8ed9074943447bd7bb8b759af17e2f2ec33d74db0b556ce16e4a574b18de7a3,,False,,
assets/icons/subclasses/detect-anomaly.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,254922,374470a88ecc81074d541c1d39ce9361a8885dde41658cb22e8a3a25d6b41020,,False,,
assets/icons/subclasses/digital-awareness.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,289350,0d75c5833d9131404534ae35b8cb54c5bf38be6b1a7b9d0e166f181f06447f34,,False,,
assets/icons/subclasses/digital-wasteland.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,2105795,59dca8169ba5cdf93a9f6fd3dfcd27283030dee621bdd7c3af49d2fd9f572f6f,,False,,
assets/icons/subclasses/digital-wasteland.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,479056,40440ba6fa13d401cb8e15369e9c19780bc2cadd45344c3486c1d7d7dfca8545,,False,,
assets/icons/subclasses/digital-whisp.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,2238771,e7e03d71e45ee1c91654927cd0cd2c40c7a94f264480a821f0b652f5823e6758,,False,,
assets/icons/subclasses/digital-whisp.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,3732,eb8eb784f4d7bae1682b6f75eb964a3a6f469ee42ab9f58068e81807a852b056,,False,,
assets/icons/subclasses/disorientation.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,245646,8d85085fb434ecb8e573a3d46ab87c4051fe22aa3cc9e5fc2ebbb19fe97f7629,,False,,
assets/icons/subclasses/don-t-worry-that-was-just-a-glitch.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,219830,17c20ca6b7d2f9eded13b7c002129d449ffb0724a7a8ecf24318573eea3610ca,,False,,
assets/icons/subclasses/driving-expert.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1919426,a980875540779be11f1da16a78a1bb1ff8bd7c67c6d7313a378b9f0e8fa58b6c,,False,,
assets/icons/subclasses/driving-expert.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,339102,14f9ccba096a241d7d101d312163e822c62c5e1d46a71b1ec4c5fbb20b773c10,,False,,
assets/icons/subclasses/drone-control.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,351402,868284f02a2eb4578d945e48d51895fa926f39d8d7deb726c658fc0390441a74,,False,,
assets/icons/subclasses/dual-wielding.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,225320,d3071cccd603780096d808838140e4f2def684585d2e287e25e1c0bb2c600ca8,,False,,
assets/icons/subclasses/expert-maneuver.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,380506,0fb80ed394a052016c8855e829bf55b3918000c81f9b2adf009f345206b106f3,,False,,
assets/icons/subclasses/fade-to-black.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1705232,f791ad5a9a4a47665a2b224d047b7dd17af54a82b43b55e4dabf92378455cdec,,False,,
assets/icons/subclasses/fade-to-black.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1536,bc3e1f65c51beb8a7dcd8b31b14ef90bbcf7eca096a002913638569d86f59a50,,False,,
assets/icons/subclasses/fast-car.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,365306,f2103226fb52ffedbaccfa470417833438f7fbe3ec6bf01fb4fca0ab80871b30,,False,,
assets/icons/subclasses/feedback-loop.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,186398,f8d17bf85006ef26c1aa0e22e42e04a078dd348363b83151ae2d675d59247afa,,False,,
assets/icons/subclasses/field-collapse.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,341846,e2b9c31b3a47975e0db61776be1224d7926c53e59d86451d9f2f91325f2c5ed2,,False,,
assets/icons/subclasses/focused-aggression.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,363644,a8f42edb1c3e9c1a81f23846d1bdcb224eb7562556ea5479e004bbdfceeb3ccf,,False,,
assets/icons/subclasses/fractal-surge.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,211338,67e3429449cb468fcc5ca86aedcdfe23f0fcbe802b95984d444969363bea85eb,,False,,
assets/icons/subclasses/get-behind-me.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,2122,b35a4f0f52b73bb4746e644dd15f9216e661ca77553bbb133cdebaff37e781b3,,False,,
assets/icons/subclasses/ghost-in-the-machine.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1880226,327ecb955c8d379f0f85135c4854816be06d645838c5e9ef8d1c8d52794eb2c2,,False,,
assets/icons/subclasses/ghost-in-the-machine.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,3360,ac17d8fcca2b873161876b145e503b0bab3bfcf78cd968301c16f351df84e9a6,,False,,
assets/icons/subclasses/glitch.png,.png,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1730699,61b248299b4d5dd10462960821979814b5741ed6dac7225b7b8be16d97f95440,,False,,
assets/icons/subclasses/glitch.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,1836,84e32657c25d813ae22c7dd2abb4cf3f86674f807655d1f506a3b86010b5432e,,False,,
assets/icons/subclasses/gun-trainer.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,277728,c1af0704cbddf3cf6496dac46e80acf599e38b66bfb3fc4407a68020b15b6b80,,False,,
assets/icons/subclasses/hacking-insight.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,344940,df5772c0ec0e4f2836a99edc70c4e2c2099beb4208303b1d9a0da2e990c57272,,False,,
assets/icons/subclasses/harmonic-reversion.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,131954,5f5775ea321c349715c26fd9e21a60a5eb64a2917895623caaf943eb348de703,,False,,
assets/icons/subclasses/heavy-ordinance.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,151270,57b0cddc74706f4653b51e4e1a85bd328ee2eae782d1333054e35d2cec84c6b9,,False,,
assets/icons/subclasses/inspired-driving.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,444212,f4754daf48f48568c5aa0038323bd83d91ab1511174d876221b063ddaac3b0cf,,False,,
assets/icons/subclasses/interference.webp,.webp,asset,asset,unknown,unknown,unknown,,,,0,,,,0,,,,,0,0,0,,,,,250986,a368b97faed91ec660fe31a6635a48166472f8295586bd0113fd1a0c4f7cece0,,False,,
